UniqueID	UniqueID2	ID_Name	BamFileName	NCBI_ID	SampleID	Species	Categorize	PINO.
BYU2113	BYU22113	B22GB0430	GB-0430	SRX3433730	GB0430	AD2	Wild	PI528273
BYU2114	BYU22114	B22GB0434	GB-0434	SRX3433755	GB0434	AD2	Wild	PI528277
BYU2115	BYU22115	B22GB0440	GB-0440	SRX3433756	GB0440	AD2	Wild	PI528283
BYU2116	BYU22116	B22GB0457	GB-0457	SRX3433753	GB0457	AD2	Wild	PI528293
BYU2117	BYU21117	B21GB0461	GB_0461	SRX3433754	GB0461	AD2	Improved	PI528297
BYU2118	BYU21118	B21GB0467	GB_0467	SRX3433759	GB0467	AD2	Improved	PI528303
BYU2119	BYU22119	B22GB0489	GB-0489	SRX3433760	GB0489	AD2	Wild	PI528005
BYU2120	BYU22120	B22GB0517	GB-0517	SRX3433757	GB0517	AD2	Wild	PI528033
BYU2121	BYU22121	B22GB0524	GB-0524	SRX3433758	GB0524	AD2	Wild	PI528040
BYU2122	BYU22122	B22GB0533	GB-0533	SRX3433761	GB0533	AD2	Wild	PI528049
BYU2123	BYU22123	B22GB0536	GB-0536	SRX3433762	GB0536	AD2	Wild	PI528052
BYU2124	BYU22124	B22GB0542	GB_0542	SRX3433839	GB0542	AD2	Wild	PI528058
BYU2125	BYU22125	B22GB0569	GB-0569	SRX3433838	GB0569	AD2	Wild	PI528085
BYU2126	BYU22126	B22GB0571	GB-0571	SRX3433837	GB0571	AD2	Wild	PI528087
BYU2127	BYU22127	B22GB0593	GB-0593	SRX3433836	GB0593	AD2	Wild	PI528109
BYU2128	BYU22128	B22GB0594	GB-0594	SRX3433843	GB0594	AD2	Wild	PI528110
BYU2129	BYU22129	B22GB0600	GB_0600	SRX3433842	GB0600	AD2	Wild	PI528116
BYU2130	BYU22130	B22GB0623	GB-0623	SRX3433841	GB0623	AD2	Wild	PI608066
BYU2131	BYU22131	B22GB0631	GB_0631	SRX3433840	GB0631	AD2	Wild	PI608074
BYU2132	BYU22132	B22GB0636	GB-0636	SRX3433833	GB0636	AD2	Wild	PI608079
BYU2133	BYU21133	B21GB0647	GB_0647	SRX3433832	GB0647	AD2	Improved	PI608084
BYU2134	BYU21134	B21GB0648	GB_0648	SRX3433818	GB0648	AD2	Improved	PI608085
BYU2135	BYU21135	B21GB0649	GB-0649	SRX3433819	GB0649	AD2	Improved	PI608086
BYU2136	BYU22136	B22GB0651	GB-0651	SRX3433820	GB0651	AD2	Wild	PI608088
BYU2137	BYU21137	B21GB0655	GB-0655	SRX3433821	GB0655	AD2	Improved	PI316394
BYU2138	BYU21138	B21GB0657	GB_0657	SRX3433814	GB0657	AD2	Improved	PI316397
BYU2139	BYU21139	B21GB0660	GB_0660	SRX3433815	GB0660	AD2	Improved	PI316396
BYU2140	BYU21140	B21GB0662	GB_0662	SRX3433816	GB0662	AD2	Improved	PI316399
BYU2141	BYU21141	B21GB0683	GB_0683	SRX3433817	GB0683	AD2	Improved	PI608119
BYU2142	BYU21142	B21GB0720	GB_0720_Merge	SRX3433812	GB0720	AD2	Improved	PI608145
BYU2143	BYU21143	B21GB0739	GB_0739_Merge	SRX3433813	GB0739	AD2	Improved	PI407507
BYU2144	BYU21144	B21GB0740	GB-0740	SRX3433853	GB0740	AD2	Improved	PI407508
BYU2145	BYU22145	B22GB0776	GB-0776	SRX3433847	GB0776	AD2	Wild	PI608168
BYU2146	BYU21146	B21GB0785	GB_0785_Merge	SRX3433793	GB0785	AD2	Improved	PI608177
BYU2147	BYU21147	B21GB0790	GB_0790_Merge	SRX3433792	GB0790	AD2	Improved	PI608182
BYU2148	BYU21148	B21GB0805	GB_0805	SRX3433795	GB0805	AD2	Improved	PI608197
BYU2149	BYU22149	B22GB0816	GB-0816	SRX3433794	GB0816	AD2	Wild	PI435245
BYU2150	BYU22150	B22GB0864	GB-0864	SRX3433797	GB0864	AD2	Wild	PI608224
BYU2151	BYU21151	B21GB1027	GB_1027	SRX3433796	GB1027	AD2	Improved	PI561925
BYU2152	BYU21152	B21GB1031	GB_1031	SRX3433799	GB1031	AD2	Improved	PI542773
BYU2153	BYU22153	B22GB1063	GB_1063	SRX3433798	GB1063	AD2	Wild	PI608352
BYU2154	BYU22154	B22GB1067	GB_1067	SRX3433765	GB1067	AD2	Wild	PI608354
BYU2155	BYU21155	B21GB1069	GB_1069	SRX3433766	GB1069	AD2	Improved	PI630062
BYU2156	BYU21156	B21GB1084	GB_1084	SRX3433763	GB1084	AD2	Improved	PI630076
BYU2157	BYU21157	B21GB1086	GB_1086	SRX3433764	GB1086	AD2	Improved	PI630078
BYU2158	BYU21158	B21GB1329	GB_1329	SRX3433769	GB1329	AD2	Improved	PI604456
BYU2159	BYU21159	B21GB1336	GB_1336	SRX3433770	GB1336	AD2	Improved	PI630110
BYU2160	BYU21160	B21GB1383	GB_1383	SRX3433767	GB1383	AD2	Improved	PI630151
BYU2161	BYU21161	B21GB1384	GB_1384	SRX3433768	GB1384	AD2	Improved	PI630152
BYU2162	BYU21162	B21GB1386	GB-1386	SRX3433771	GB1386	AD2	Improved	PI630154
BYU2163	BYU21163	B21GB1388	GB_1388	SRX3433772	GB1388	AD2	Improved	PI630156
BYU2164	BYU21164	B21GB1438	GB-1438	SRX3433739	GB1438	AD2	Improved	
BYU2165	BYU21165	B21GB1439	GB_1439	SRX3433738	GB1439	AD2	Improved	
BYU2166	BYU21166	B21GB1444	GB_1444	SRX3433737	GB1444	AD2	Improved	
BYU2167	BYU21167	B21GB1449	GB_1449	SRX3433736	GB1449	AD2	Improved	
BYU2168	BYU21168	B21GB1459	GB_1459	SRX3433735	GB1459	AD2	Improved	
BYU2169	BYU21169	B21GB1462	GB_1462	SRX3433734	GB1462	AD2	Improved	
BYU2170	BYU21170	B21GB1464	GB_1464	SRX3433733	GB1464	AD2	Improved	
BYU2171	BYU21171	B21GB1465	GB_1465	SRX3433732	GB1465	AD2	Improved	
BYU2172	BYU21172	B21GB1468	GB-1468	SRX3433741	GB1468	AD2	Improved	
BYU2173	BYU21173	B21GB1480	GB_1480	SRX3433740	GB1480	AD2	Improved	
BYU2174	BYU21174	B21GB1482	GB_1482	SRX3433700	GB1482	AD2	Improved	
BYU2175	BYU21175	B21GB1483	GB_1483	SRX3433701	GB1483	AD2	Improved	
BYU2176	BYU21176	B21GB1512	GB_1512	SRX3433702	GB1512	AD2	Improved	
BYU2177	BYU21177	B21GB1513	GB_1513	SRX3433703	GB1513	AD2	Improved	
BYU2178	BYU22178	B22GB0287-2	GB287-2	SRX3433706	GB0287-2	AD2	Wild	PI265165
BYU2179	BYU22179	B22GB0414-2	GB414-2	SRX3433707	GB0414-2	AD2	Wild	PI528259
BYU2180	BYU22180	B22GB0427-2	GB427-2	SRX3433697	GB0427-2	AD2	Wild	PI528272
BYU2181	BYU22181	B22GB0618-2	GB618-2	SRX3433698	GB0618-2	AD2	Wild	PI608061
BYU2182	BYU22182	B22NCM14-31	NCM14-31	SRX3433780	NCM14-31	AD1 ?	Wild	
BYU3001	BYU30001	B30AD3-14	AD3-14	SRX3433856	AD3-14	AD3		
BYU3002	BYU30002	B30AD3-23	AD3_23	SRX3433648	AD3-23	AD3		
BYU3003	BYU30003	B30AD3-25	AD3_25	SRX3433661	AD3-25	AD3		
BYU3004	BYU30004	B30AD3-26	AD3-26	SRX3433674	AD3-26	AD3		
BYU3005	BYU30005	B30AD3-07	AD3-7	SRX3433647	AD3-07	AD3		
BYU3006	BYU30006	B30AD3-16	ISU1012	SRX3433678	AD3-16	AD3		
BYU3007	BYU40001	B40AD4-10	AD4_10	SRX3433649	AD4-10	AD4		
BYU3008	BYU40002	B40AD4-16	AD4-16	SRX3433650	AD4-16	AD4		
BYU3009	BYU40003	B40AD4-W	AD4-W400	SRX3433721	AD4-W	AD4		
BYU3010	BYU40004	B40AD4-PI	PI341095	SRX3433810	AD4-PI	AD4		
BYU3011	BYU50001	B50AD5-2	AD5-2	SRX3433804	AD5-2	AD5		
BYU3012	BYU50002	B50AD5-CB	AD5_CB3087	SRX3433805	AD5-CB	AD5		
BYU3013	BYU50003	B50AD5-PW	AD5_PW45	SRX3433802	AD5-PW	AD5		
BYU3014	BYU50004	B50AD5-OP	ISU1009	SRX3433683	AD5-OP	AD5		
BYU3015	BYU60001	B60TX2271	ISU1021	SRX3433722	TX2271	AD6		
BYU3016	BYU60002	B60TX2265	TX_2265	SRX3433726	TX2265	AD6		
BYU3017	BYU60003	B60TX2266	TX_2266	SRX3433727	TX2266	AD6		
BYU3018	BYU60004	B60TX2273	TX2273	SRX3433724	TX2273	AD6		
BYU3019	BYU80001	B80A2D1	A2D1	SRX3433790	A2D1	ReSynthesis		
BYU3020	BYU80002	B80A2D3	A2D3	SRX3433791	A2D3	ReSynthesis		
PLS1001	PL111001	P111DP5690	DP5690	SRX996760	DP5690	AD1	Cultivar	PI548822
PLS1002	PL111002	P111Maxxa	Maxxa	SRX204794	Maxxa	AD1	Cultivar	PI540885
PLS1003	PL121003	P121TX2094	TX_2094	SRX996761	TX2094	AD1	Wild	PI501501
PLS1004	PL111004	P111Cok312	Coker_312	SRX669469	Cok312	AD1	Cultivar	PI529278
PLS1005	PL111005	P111FM832	FM832	SRX669468	FM832	AD1	Cultivar	PI603955
PLS1006	PL111006	P111240RNR	MS240	SRX669467	240RNR	AD1	Cultivar	PI592511
PLS1007	PL111007	P111PD1	PD1	SRX668322	PD1	AD1	Cultivar	PI606805
PLS1008	PL111008	P111SL542	Sealand-542	SRX668168	SL542	AD1	Cultivar	PI528730
PLS1009	PL111009	P111SG747	SG747	SRX669470	SG747	AD1	Cultivar	PI656375
PLS1010	PL111010	P111ST474	ST474	SRX669471	ST474	AD1	Cultivar	PI578877
PLS1011	PL111011	P111TamSph	Tamcot_Sphinx	SRX669472	TamSph	AD1	Cultivar	PI592801
PLS1012	PL111012	P111TM1	TM1	SRX667500	TM1	AD1	Cultivar	PI607172
PLS1013	PL121013	P121TX0231	TX321	SRX669473	TX0231	AD1	Wild	PI163725
PLS1014	PL221014	P221GB0067	GB67	SRX996762	GB0067	AD2	Wild	PI528325
PLS1015	PL221015	P221GB0074	GB74	SRX996763	GB0074	AD2	Wild	PI528330
PLS1016	PL211016	P211GB0236	GB236	SRX996764	GB0236	AD2	Cultivar	PI528393
PLS1017	PL221017	P221GB0287	GB287	SRX996765	GB0287	AD2	Wild	PI265165
PLS1018	PL121018	P121GB0319	GB319	SRX996766	GB0319	AD1	Wild	PI528167
PLS1019	PL221019	P221GB0362	GB362	SRX996767	GB0362	AD2	Wild	PI361153
PLS1020	PL221020	P221GB0369	GB369	SRX996768	GB0369	AD2	Wild	PI528216
PLS1021	PL221021	P221GB0385	GB385	SRX996769	GB0385	AD2	Wild	PI528230
PLS1022	PL221022	P221GB0398	GB398	SRX996770	GB0398	AD2	Wild	PI528243
PLS1023	PL221023	P221GB0411	GB411	SRX996771	GB0411	AD2	Wild	PI528256
PLS1024	PL221024	P221GB0414	GB414	SRX996772	GB0414	AD2	Wild	PI528259
PLS1025	PL221025	P221GB0427	GB427	SRX996773	GB0427	AD2	Wild	PI528272
PLS1026	PL221026	P221GB0618	GB618	SRX996774	GB0618	AD2	Wild	PI608061
PLS1027	PL211027	P211DP0340	DP340	SRX996775	DP0340	AD2	Cultivar	PI630941
PLS1028	PL211028	P211PHY76	Phy76	SRX996776	PHY76	AD2	Cultivar	PI617048
PLS1029	PL301029	P301AD3	AD3	SRX996777	AD3	AD3		
PLS1030	PL401030	P401AD4	AD4	SRX996778	AD4	AD4		
PLS1031	PL501031	P501AD5	AD5	SRX996779	AD5	AD5		
PLS1032	PL601032	P601TX2263	AD6_TX_2263	SRX996780	TX2263	AD6		
PLS1033	PL701033	P701AD7	AD7	SRX996781	AD7	AD7		
PLS1034	PL701034	P701P1B	AD7_Pearl1B	SRX996782	P1B	AD7		
PLS1035	PL111035	P111HS26	SRR1534950	SRR1534950	HS26	AD1	Cultivar	PI606814
PLS2001	PL112001	P112AU	AcalaUltima		AU	AD1	Cultivar	PI603079
PLS2002	PL112002	P112Cok315	Coker315		Cok315	AD1	Cultivar	PI529530
PLS2003	PL112003	P112DP90	DP90		DP90	AD1	Cultivar	PI529529
PLS2004	PL112004	P112FM966	FM966		FM966	AD1	Cultivar	
PLS2005	PL112005	P112PSC355	PSC355		PSC355	AD1	Cultivar	PI612974
PLS2006	PL112006	P112ST825	STV825		ST825	AD1	Cultivar	PI518761
PLS2007	PL112007	P112TP	TamcotPyramid		TP	AD1	Cultivar	PI617042
PLS2008	PL142008	P142Als-MU	Als-MU		Als-MU	AD1	Mutant	
PLS2009	PL112009	P112Als-WT	Als-WT		Als-WT	AD1	Cultivar	
PLS2010	PL102010	P102F1-1	F1_1		F1-1	F1		
PLS2011	PL142011	P142Im-MU	Im-MU		Im-MU	AD1	Mutant	
PLS2012	PL112012	P112Im-WT	Im-WT		Im-WT	AD1	Cultivar	
PLS2013	PL142013	P142Li2-MU	Li2-MU		Li2-MU	AD1	Mutant	
PLS2014	PL112014	P112Li2-WT	Li2-WT		Li2-WT	AD1	Cultivar	
PLS3001	PL113001	P113CRI12	SRR5279197	SRR5279197	CRI12	AD1	Cultivar	
PLS3002	PL113002	P113LuM378	SRR5279198	SRR5279198	LuM378	AD1	Cultivar	
PLS3003	PL113003	P113CM47	SRR5279199	SRR5279199	CM47	AD1	Cultivar	
PLS3004	PL113004	P113ShuoM3	SRR5279200	SRR5279200	ShuoM3	AD1	Cultivar	
PLS3005	PL113005	P113Zh571	SRR5279201	SRR5279201	Zh571	AD1	Cultivar	
PLS3006	PL113006	P113JiM11	SRR5279202	SRR5279202	JiM11	AD1	Cultivar	
PLS3007	PL113007	P113ZhZhM2	SRR5279203	SRR5279203	ZhZhM2	AD1	Cultivar	
PLS3008	PL113008	P113Zh9612	SRR5279204	SRR5279204	Zh9612	AD1	Cultivar	
PLS3009	PL113009	P113XY9648	SRR5279205	SRR5279205	XY9648	AD1	Cultivar	
PLS3010	PL113010	P113GK50	SRR5279206	SRR5279206	GK50	AD1	Cultivar	
PLS3011	PL113011	P113KHW164	SRR5279207	SRR5279207	KHW164	AD1	Cultivar	
PLS3012	PL113012	P113CRI35	SRR5279208	SRR5279208	CRI35	AD1	Cultivar	
PLS3013	PL113013	P113Zh9807	SRR5279209	SRR5279209	Zh9807	AD1	Cultivar	
PLS3014	PL113014	P113JinM20	SRR5279210	SRR5279210	JinM20	AD1	Cultivar	
PLS3015	PL113015	P113JinM33	SRR5279211	SRR5279211	JinM33	AD1	Cultivar	
PLS3016	PL113016	P113YuM11	SRR5279212	SRR5279212	YuM11	AD1	Cultivar	
PLS3017	PL113017	P113LuMY16	SRR5279213	SRR5279213	LuMY16	AD1	Cultivar	
PLS3018	PL113018	P113YM2067	SRR5279214	SRR5279214	YM2067	AD1	Cultivar	
PLS3019	PL113019	P113XT6871	SRR5279215	SRR5279215	XT6871	AD1	Cultivar	
PLS3020	PL113020	P113Ug4	SRR5279216	SRR5279216	Ug4	AD1	Cultivar	
PLS4001	PL504001	P504AD5-45	SAMN04998798	SAMN04998798	AD5-45	AD5		
PLS4002	PL404002	P404AD4-8	SAMN04998799	SAMN04998799	AD4-8	AD4		
PLS4003	PL304003	P304WT936	SAMN04998800	SAMN04998800	WT936	AD3		
PLS4004	PL604004	P604AD6	SAMN04998801	SAMN04998801	AD6	AD6		
PLS4005	PL114005	P114SA0592	SAMN04998802	SAMN04998802	SA0592	AD1	Cultivar	PI528875
PLS4006	PL214006	P214GB1030	SAMN04998803	SAMN04998803	GB1030	AD2	Cultivar	PI608346
PLS4007	PL114007	P114TM1	SAMN04998804	SAMN04998804	TM1	AD1	Cultivar	PI607172
PLS4008	PL114008	P114SA1466	SAMN04998805	SAMN04998805	SA1466	AD1	Cultivar	PI529520
PLS4009	PL124009	P124TX0101	SAMN04998806	SAMN04998806	TX0101	AD1	Wild	PI163643
PLS4010	PL124010	P124TX0063	SAMN04998807	SAMN04998807	TX0063	AD1	Wild	PI154099
PLS4011	PL124011	P124TX0246	SAMN04998808	SAMN04998808	TX0246	AD1	Wild	PI165395
PLS4012	PL124012	P124TX0368	SAMN04998809	SAMN04998809	TX0368	AD1	Wild	PI163695
PLS4013	PL114013	P114SA3783	SAMN04998810	SAMN04998810	SA3783	AD1	Cultivar	PI542974
PLS4014	PL124014	P124TX0018	SAMN04998811	SAMN04998811	TX0018	AD1	Wild	PI154026
PLS4015	PL124015	P124TX0463	SAMN04998812	SAMN04998812	TX0463	AD1	Wild	PI154015
PLS4016	PL124016	P124TX2094	SAMN04998813	SAMN04998813	TX2094	AD1	Wild	PI501501
PLS4017	PL124017	P124TX0236	SAMN04998814	SAMN04998814	TX0236	AD1	Wild	PI163650
PLS4018	PL124018	P124TX0171	SAMN04998815	SAMN04998815	TX0171	AD1	Wild	PI165305
PLS4019	PL124019	P124TX0293	SAMN04998816	SAMN04998816	TX0293	AD1	Wild	PI165237
PLS4020	PL124020	P124TX0045	SAMN04998817	SAMN04998817	TX0045	AD1	Wild	PI154056
PLS4021	PL124021	P124TX0165	SAMN04998818	SAMN04998818	TX0165	AD1	Wild	PI163721
PLS4022	PL224022	P224K101	SAMN04998819	SAMN04998819	K101	AD2	Wild	PI528337
PLS4023	PL124023	P124TX0347	SAMN04998820	SAMN04998820	TX0347	AD1	Wild	PI165389
PLS5001	PL115001	P115HAU001	SRR4003068	SRR4003068	HAU001	AD1	Cultivar	
PLS5002	PL115002	P115HAU002	SRR4003074	SRR4003074	HAU002	AD1	Cultivar	
PLS5003	PL115003	P115HAU003	SRR4003080	SRR4003080	HAU003	AD1	Cultivar	
PLS5004	PL115004	P115HAU004	SRR4003086	SRR4003086	HAU004	AD1	Cultivar	
PLS5005	PL115005	P115HAU005	SRR4003095	SRR4003095	HAU005	AD1	Cultivar	
PLS5006	PL115006	P115HAU006	SRR3999446	SRR3999446	HAU006	AD1	Cultivar	
PLS5007	PL115007	P115HAU007	SRR4003140	SRR4003140	HAU007	AD1	Cultivar	
PLS5008	PL115008	P115HAU008	SRR4003147	SRR4003147	HAU008	AD1	Cultivar	
PLS5009	PL115009	P115HAU009	SRR4003153	SRR4003153	HAU009	AD1	Cultivar	
PLS5010	PL115010	P115HAU010	SRR4003159	SRR4003159	HAU010	AD1	Cultivar	
PLS5011	PL115011	P115HAU011	SRR4003165	SRR4003165	HAU011	AD1	Cultivar	
PLS5012	PL115012	P115HAU012	SRR4003171	SRR4003171	HAU012	AD1	Cultivar	
PLS5013	PL115013	P115HAU013	SRR4003178	SRR4003178	HAU013	AD1	Cultivar	
PLS5014	PL115014	P115HAU014	SRR4003183	SRR4003183	HAU014	AD1	Cultivar	
PLS5015	PL115015	P115HAU015	SRR4003189	SRR4003189	HAU015	AD1	Cultivar	
PLS5016	PL115016	P115HAU016	SRR4006034	SRR4006034	HAU016	AD1	Cultivar	
PLS5017	PL115017	P115HAU017	SRR4006035	SRR4006035	HAU017	AD1	Cultivar	
PLS5018	PL115018	P115HU018	SRR4006036	SRR4006036	HU018	AD1	Cultivar	PI528690
PLS5019	PL115019	P115HAU019	SRR4006037	SRR4006037	HAU019	AD1	Cultivar	
PLS5020	PL115020	P115HAU020	SRR4006038	SRR4006038	HAU020	AD1	Cultivar	
PLS5021	PL115021	P115HAU021	SRR4006039	SRR4006039	HAU021	AD1	Cultivar	
PLS5022	PL115022	P115HAU022	SRR4006040	SRR4006040	HAU022	AD1	Cultivar	
PLS5023	PL115023	P115HAU023	SRR4006041	SRR4006041	HAU023	AD1	Cultivar	
PLS5024	PL115024	P115HAU024	SRR4006042	SRR4006042	HAU024	AD1	Cultivar	
PLS5025	PL115025	P115HAU025	SRR4006157	SRR4006157	HAU025	AD1	Cultivar	
PLS5026	PL115026	P115HAU026	SRR4006659	SRR4006659	HAU026	AD1	Cultivar	
PLS5027	PL115027	P115HAU027	SRR4006660	SRR4006660	HAU027	AD1	Cultivar	
PLS5028	PL115028	P115HAU028	SRR4006661	SRR4006661	HAU028	AD1	Cultivar	
PLS5029	PL115029	P115HAU029	SRR4006662	SRR4006662	HAU029	AD1	Cultivar	
PLS5030	PL115030	P115HAU030	SRR4006663	SRR4006663	HAU030	AD1	Cultivar	
PLS5031	PL115031	P115HAU031	SRR4006664	SRR4006664	HAU031	AD1	Cultivar	
PLS5032	PL115032	P115HAU032	SRR4006665	SRR4006665	HAU032	AD1	Cultivar	
PLS5033	PL115033	P115HAU033	SRR4006667	SRR4006667	HAU033	AD1	Cultivar	
PLS5034	PL115034	P115HAU034	SRR4006668	SRR4006668	HAU034	AD1	Cultivar	
PLS5035	PL115035	P115HAU035	SRR4006669	SRR4006669	HAU035	AD1	Cultivar	
PLS5036	PL115036	P115HAU036	SRR4006670	SRR4006670	HAU036	AD1	Cultivar	
PLS5037	PL115037	P115HAU037	SRR4006671	SRR4006671	HAU037	AD1	Cultivar	
PLS5038	PL115038	P115HAU038	SRR4006672	SRR4006672	HAU038	AD1	Cultivar	
PLS5039	PL115039	P115HAU039	SRR4006673	SRR4006673	HAU039	AD1	Cultivar	
PLS5040	PL115040	P115HAU040	SRR4006674	SRR4006674	HAU040	AD1	Cultivar	
PLS5041	PL115041	P115HAU041	SRR4006675	SRR4006675	HAU041	AD1	Cultivar	
PLS5042	PL115042	P115HAU042	SRR4006676	SRR4006676	HAU042	AD1	Cultivar	
PLS5043	PL115043	P115HAU043	SRR4006677	SRR4006677	HAU043	AD1	Cultivar	
PLS5044	PL115044	P115HAU044	SRR4006678	SRR4006678	HAU044	AD1	Cultivar	
PLS5045	PL115045	P115HAU045	SRR4006679	SRR4006679	HAU045	AD1	Cultivar	
PLS5046	PL115046	P115HAU046	SRR4006680	SRR4006680	HAU046	AD1	Cultivar	
PLS5047	PL115047	P115HAU047	SRR4008910	SRR4008910	HAU047	AD1	Cultivar	
PLS5048	PL115048	P115HAU048	SRR4006681	SRR4006681	HAU048	AD1	Cultivar	
PLS5049	PL115049	P115HAU049	SRR4006682	SRR4006682	HAU049	AD1	Cultivar	
PLS5050	PL115050	P115HAU050	SRR4006683	SRR4006683	HAU050	AD1	Cultivar	
PLS5051	PL115051	P115HAU051	SRR4006684	SRR4006684	HAU051	AD1	Cultivar	
PLS5052	PL115052	P115HAU052	SRR4006685	SRR4006685	HAU052	AD1	Cultivar	
PLS5053	PL115053	P115HAU053	SRR4006686	SRR4006686	HAU053	AD1	Cultivar	
PLS5054	PL115054	P115HAU054	SRR4006687	SRR4006687	HAU054	AD1	Cultivar	
PLS5055	PL115055	P115HAU055	SRR4006688	SRR4006688	HAU055	AD1	Cultivar	
PLS5056	PL115056	P115HAU056	SRR3999444	SRR3999444	HAU056	AD1	Cultivar	
PLS5057	PL115057	P115HAU057	SRR4006689	SRR4006689	HAU057	AD1	Cultivar	
PLS5058	PL115058	P115HAU058	SRR4006690	SRR4006690	HAU058	AD1	Cultivar	
PLS5059	PL115059	P115HAU059	SRR4006691	SRR4006691	HAU059	AD1	Cultivar	
PLS5060	PL115060	P115HAU060	SRR4006692	SRR4006692	HAU060	AD1	Cultivar	
PLS5061	PL115061	P115HAU061	SRR4006693	SRR4006693	HAU061	AD1	Cultivar	
PLS5062	PL115062	P115HAU062	SRR4006694	SRR4006694	HAU062	AD1	Cultivar	
PLS5063	PL115063	P115HAU063	SRR4006695	SRR4006695	HAU063	AD1	Cultivar	
PLS5064	PL115064	P115HAU064	SRR4006696	SRR4006696	HAU064	AD1	Cultivar	
PLS5065	PL115065	P115HAU065	SRR4006697	SRR4006697	HAU065	AD1	Cultivar	
PLS5066	PL115066	P115HAU066	SRR4006698	SRR4006698	HAU066	AD1	Cultivar	
PLS5067	PL115067	P115HAU067	SRR4006699	SRR4006699	HAU067	AD1	Cultivar	
PLS5068	PL115068	P115HAU068	SRR4006701	SRR4006701	HAU068	AD1	Cultivar	
PLS5069	PL115069	P115HAU069	SRR4006702	SRR4006702	HAU069	AD1	Cultivar	
PLS5070	PL115070	P115HAU070	SRR4006703	SRR4006703	HAU070	AD1	Cultivar	
PLS5071	PL115071	P115HAU071	SRR4006704	SRR4006704	HAU071	AD1	Cultivar	
PLS5072	PL115072	P115HAU072	SRR4006705	SRR4006705	HAU072	AD1	Cultivar	
PLS5073	PL115073	P115HAU073	SRR4006706	SRR4006706	HAU073	AD1	Cultivar	
PLS5074	PL115074	P115HAU074	SRR4006707	SRR4006707	HAU074	AD1	Cultivar	
PLS5075	PL115075	P115HAU075	SRR4006709	SRR4006709	HAU075	AD1	Cultivar	
PLS5076	PL115076	P115HAU076	SRR4006710	SRR4006710	HAU076	AD1	Cultivar	
PLS5077	PL115077	P115HAU077	SRR4006711	SRR4006711	HAU077	AD1	Cultivar	
PLS5078	PL115078	P115HAU078	SRR4006712	SRR4006712	HAU078	AD1	Cultivar	
PLS5079	PL115079	P115HAU079	SRR4006715	SRR4006715	HAU079	AD1	Cultivar	
PLS5080	PL115080	P115HAU080	SRR4006716	SRR4006716	HAU080	AD1	Cultivar	
PLS5081	PL115081	P115HAU081	SRR4006718	SRR4006718	HAU081	AD1	Cultivar	
PLS5082	PL115082	P115HAU082	SRR4006719	SRR4006719	HAU082	AD1	Cultivar	
PLS5083	PL115083	P115HAU083	SRR4006720	SRR4006720	HAU083	AD1	Cultivar	
PLS5084	PL115084	P115HAU084	SRR4006721	SRR4006721	HAU084	AD1	Cultivar	
PLS5085	PL115085	P115HAU085	SRR4006722	SRR4006722	HAU085	AD1	Cultivar	
PLS5086	PL115086	P115HAU086	SRR4006723	SRR4006723	HAU086	AD1	Cultivar	
PLS5087	PL115087	P115HAU087	SRR4006724	SRR4006724	HAU087	AD1	Cultivar	
PLS5088	PL115088	P115HAU088	SRR4006725	SRR4006725	HAU088	AD1	Cultivar	
PLS5089	PL115089	P115HU089	SRR4006726	SRR4006726	HU089	AD1	Cultivar	
PLS5090	PL115090	P115HAU090	SRR4006727	SRR4006727	HAU090	AD1	Cultivar	
PLS5091	PL115091	P115HAU091	SRR4006728	SRR4006728	HAU091	AD1	Cultivar	
PLS5092	PL115092	P115HAU092	SRR4006730	SRR4006730	HAU092	AD1	Cultivar	
PLS5093	PL115093	P115HAU093	SRR4006731	SRR4006731	HAU093	AD1	Cultivar	
PLS5094	PL115094	P115HAU094	SRR4006732	SRR4006732	HAU094	AD1	Cultivar	
PLS5095	PL115095	P115HAU095	SRR4006733	SRR4006733	HAU095	AD1	Cultivar	
PLS5096	PL115096	P115HAU096	SRR4006734	SRR4006734	HAU096	AD1	Cultivar	
PLS5097	PL115097	P115HAU097	SRR4006735	SRR4006735	HAU097	AD1	Cultivar	
PLS5098	PL115098	P115HAU098	SRR4006737	SRR4006737	HAU098	AD1	Cultivar	
PLS5099	PL115099	P115HAU099	SRR4006738	SRR4006738	HAU099	AD1	Cultivar	
PLS5100	PL115100	P115HAU100	SRR4006740	SRR4006740	HAU100	AD1	Cultivar	
PLS5101	PL115101	P115HAU101	SRR4013321	SRR4013321	HAU101	AD1	Cultivar	
PLS5102	PL115102	P115HAU102	SRR4013322	SRR4013322	HAU102	AD1	Cultivar	
PLS5103	PL115103	P115HAU103	SRR4013323	SRR4013323	HAU103	AD1	Cultivar	
PLS5104	PL115104	P115HAU104	SRR4013324	SRR4013324	HAU104	AD1	Cultivar	
PLS5105	PL115105	P115HAU105	SRR4013325	SRR4013325	HAU105	AD1	Cultivar	
PLS5106	PL115106	P115HAU106	SRR4013326	SRR4013326	HAU106	AD1	Cultivar	
PLS5107	PL115107	P115HAU107	SRR4013327	SRR4013327	HAU107	AD1	Cultivar	
PLS5108	PL115108	P115HAU108	SRR4013328	SRR4013328	HAU108	AD1	Cultivar	
PLS5109	PL115109	P115HAU109	SRR4013329	SRR4013329	HAU109	AD1	Cultivar	
